1. open,2. high,3. low,4. close,5. volume,5-day MA,RSI,Next Day's Closing Price
0.6779686558167572,0.6761760242792114,0.6838054187192117,0.7197362223268966,0.2393546816478449,0.7664510073413577,0.32743572360229384,
0.23869801084990971,0.2737481031866471,0.24507389162561566,0.3080546396608579,0.9061389583641085,0.27900506184841234,0.5137311573190881,
0.6770644966847499,0.6707132018209405,0.5886699507389155,0.5724603548437752,0.9338073975730276,0.4845295162750167,0.6498216178985459,
0.8271549125979503,0.7863429438543248,0.8306650246305418,0.8409483435390177,0.10923113937637396,0.935402768931648,0.40157662033021796,
0.5417420132610005,0.5007587253414263,0.5067733990147776,0.5398021667451722,0.3374879994152614,0.4934464148033939,0.2403550252917785,
0.3621157323688964,0.3292867981790595,0.33666871921182295,0.3793374156068463,0.16415029527740377,0.4334417216989035,0.4105599217038664,
0.8693490054249544,0.8813353566009106,0.8931650246305418,0.949285602135344,0.21065663970542758,0.9611477992692175,0.8246185042276317,
0.06434599156118104,0.031107738998482404,0.028633004926107652,0.00031402103941058357,0.19069719721441547,0.07160336562636171,0.21080127837916723,
0.501506931886678,0.5954476479514419,0.514162561576355,0.6393468362380288,0.23810537094967377,0.7661157855921692,0.28793982494200426,
0.4190777576853524,0.41608497723824023,0.42395320197044306,0.42518448736065384,0.27082178879282504,0.4736012872515172,0.14454505017620067,
0.4317359855334537,0.42094081942336903,0.4008620689655169,0.46632124352331683,0.22092796771436707,0.6296134893231882,0.28793982494200426,
0.8072634116937918,0.8115326251896819,0.8128078817733986,0.8808290155440419,0.15137659953139354,0.8341658006771491,0.3624783419995185,
0.30033152501506954,0.2655538694992412,0.2801724137931032,0.30758360810174334,0.24606831210298252,0.2647246153330425,0.28793982494200426,
0.9639843279083777,0.9074355083459791,0.8944181034482757,0.9050086355785849,0.2092107953095681,0.6695048774764505,0.908536992584156,
0.16380349608197697,0.13869499241274674,0.15640701970443338,0.1859004553305077,0.26321251767590415,0.11075726593141244,0.28069482178947097,
0.760247136829415,0.7496206373292864,0.7638546798029564,0.8145705762286077,0.152747141373494,0.557674901947637,0.28793982494200426,
0.46368294153104284,0.4834597875569049,0.4470443349753692,0.44151358140995445,0.3369100462370278,0.5492273138681245,0.05440208587038936,
0.44725738396624504,0.4722306525037938,0.4513546798029555,0.5278693672476056,0.2072829659445803,0.5903255003184604,0.09862562296335625,
0.9148583484026522,0.8992412746585741,0.9067118226600988,0.910346993248548,0.15523442428727718,0.9747578022862129,0.9012579565028214,
0.27863170584689634,0.2980273141122911,0.28201970443349733,0.3369445752865454,0.32837341765038597,0.4058194495658878,0.40746714684521884,
0.9260096443640746,0.8679817905918057,0.8916256157635463,0.9012403831056686,0.0,0.8739901444805742,0.46864943877247117,
0.9124472573839668,0.8849772382397578,0.9271859605911326,0.937666823677187,0.06437299699931365,0.9995642117260566,0.8673110153481278,
